"strName","strCAS","CAS","httk","ToxCast","Tox21","NHANES","ExpoCast","Boiling Point Ave.exp","Boiling Point Ave.prd","Boiling Point Med.exp","Boiling Point Med.prd","Boiling Point Rng.exp","Boiling Point Rng.prd","MW","LogP Ave.exp","LogP Ave.prd","LogP Med.exp","LogP Med.prd","LogP Rng.exp","LogP Rng.prd"
"1,1,1,2-Tetrachloroethane","630206","630-20-6","","","1","","1","      131 (3)","      134 (5)","      131","      134","          131","          129 to 144","167.84",""," 2.52 (5)",""," 2.52","","2.08 to 2.93"
"1,1,2,2-Tetrachloroethane","79345","79-34-5","","","1","1","1","      145 (5)","      142 (5)","      146","      142","          142 to 147","          132 to 150","167.84","                              2.39 (1)","                              2.31 (5)","                              2.39","                              2.31","                                  2.39","                                  2.17 to 2.51"
"1,1,2-Trichloroethane","79005","79-00-5","","","1","1","1","      114 (4)","      117 (5)","      114","      117","          110 to 115","          112 to 128","133.4 ","                              1.89 (1)","                              1.89 (5)","                              1.89","                              1.89","                                  1.89","                                  1.68 to 2.01"
"1,1,2-Trichloroethane","79005","79-00-5","","","1","1","1","      114 (4)","      117 (5)","      114","      117","          110 to 115","          112 to 128","133.4 ","                              1.89 (1)","                              1.89 (5)","                              1.89","                              1.89","                                  1.89","                                  1.68 to 2.01"
"1,1,2-Trichloroethane","79005","79-00-5","","","1","1","1","      114 (4)","      117 (5)","      114","      117","          110 to 115","          112 to 128","133.4 ","                              1.89 (1)","                              1.89 (5)","                              1.89","                              1.89","                                  1.89","                                  1.68 to 2.01"
"1,1,2-Trichloroethane","79005","79-00-5","","","1","1","1","      114 (4)","      117 (5)","      114","      117","          110 to 115","          112 to 128","133.4 ","                              1.89 (1)","                              1.89 (5)","                              1.89","                              1.89","                                  1.89","                                  1.68 to 2.01"
"1,1,2-Trichloropropane","598776","598-77-6","","","1","","1","      132 (1)","      128 (4)","      132","      128","          132","          124 to 134","147.42",""," 2.29 (5)",""," 2.29","","2.03 to 2.48"
"1,1-Dichloroethylene","75354","75-35-4","","","1","1","1","      31.3 (4)","      35.8 (5)","      31.7","      35.8","          30.0 to 32.0","          24.4 to 44.4","96.94 ","                              2.13 (1)","                              2.06 (5)","                              2.13","                              2.06","                                  2.13","                                  1.77 to 2.18"
"1,1-Dichloroethylene","75354","75-35-4","","","1","1","1","      31.3 (4)","      35.8 (5)","      31.7","      35.8","          30.0 to 32.0","          24.4 to 44.4","96.94 ","                              2.13 (1)","                              2.06 (5)","                              2.13","                              2.06","                                  2.13","                                  1.77 to 2.18"
"1,2,3-Trichloropropane","96184","96-18-4","","1","1","","1","      157 (5)","      153 (5)","      156","      153","          156 to 158","          144 to 162","147.42","                              2.27 (1)","                              2.23 (5)","                              2.27","                              2.23","                                  2.27","                                  1.96 to 2.50"
"1,2,4-Tribromobenzene","615543","615-54-3","","","1","","1","      275 (3)","      271 (4)","      275","      271","          274 to 276","          264 to 277","314.80",""," 4.36 (5)",""," 4.36","","3.98 to 4.66"
"1,2,4-Tribromobenzene","615543","615-54-3","","","1","","1","      275 (3)","      271 (4)","      275","      271","          274 to 276","          264 to 277","314.80",""," 4.36 (5)",""," 4.36","","3.98 to 4.66"
"1,2,4-Trichlorobenzene","120821","120-82-1","","1","1","1","1","      213 (6)","      213 (5)","      213","      213","          213 to 214","          207 to 226","181.44","                              4.02 (1)","                              3.91 (5)","                              4.02","                              3.91","                                  4.02","                                  3.82 to 3.95"
"1,2-Dibromoethane","106934","106-93-4","","","1","","1","      132 (4)","      129 (5)","      132","      129","          131 to 132","          124 to 132","187.86","                              1.96 (1)","                              2.07 (5)","                              1.96","                              2.07","                                  1.96","                                  1.98 to 2.17"
"1,2-Dibromoethane","106934","106-93-4","","","1","","1","      132 (4)","      129 (5)","      132","      129","          131 to 132","          124 to 132","187.86","                              1.96 (1)","                              2.07 (5)","                              1.96","                              2.07","                                  1.96","                                  1.98 to 2.17"
"1,2-Dichloropropane","78875","78-87-5","","","1","1","1","      96.0 (4)","      98.8 (5)","      96.7","      98.8","          95.0 to 97.0","          94.0 to 105","112.98","                              1.98 (1)","                              2.00 (5)","                              1.98","                              2.00","                                  1.98","                                  1.76 to 2.25"
"1,3-Benzenediamine","108452","108-45-2","","1","1","","1","      285 (3)","      270 (5)","      286","      270","          284 to 287","          254 to 283","108.14","                              -0.330 (1)","                              -0.249 (5)","                              -0.330","                              -0.249","                                  -0.330","                                  -0.390 to -0.0930"
"1,4-Dibromobenzene","106376","106-37-6","","","1","","1","      219 (4)","      218 (4)","      220","      218","          219 to 220","          215 to 222","235.90","                              3.79 (1)","                              3.68 (5)","                              3.79","                              3.68","                                  3.79","                                  3.38 to 3.79"
"1,4-Dibromobenzene","106376","106-37-6","","","1","","1","      219 (4)","      218 (4)","      220","      218","          219 to 220","          215 to 222","235.90","                              3.79 (1)","                              3.68 (5)","                              3.79","                              3.68","                                  3.79","                                  3.38 to 3.79"
"1,4-Dibromobenzene","106376","106-37-6","","","1","","1","      219 (4)","      218 (4)","      220","      218","          219 to 220","          215 to 222","235.90","                              3.79 (1)","                              3.68 (5)","                              3.79","                              3.68","                                  3.79","                                  3.38 to 3.79"
"1,4-Dioxane","123911","123-91-1","","","1","","1","      103 (6)","      102 (5)","      101","      102","          100 to 120","          100 to 103","88.106","                              -0.270 (1)","                              -0.326 (5)","                              -0.270","                              -0.326","                                  -0.270","                                  -0.593 to -0.157"
"1,4-Dioxane","123911","123-91-1","","","1","","1","      103 (6)","      102 (5)","      101","      102","          100 to 120","          100 to 103","88.106","                              -0.270 (1)","                              -0.326 (5)","                              -0.270","                              -0.326","                                  -0.270","                                  -0.593 to -0.157"
"1-Methoxy-2-Propanol","107982","107-98-2","","1","1","","1","      119 (4)","      121 (4)","      120","      121","          119 to 120","          117 to 128","90.122",""," -0.307 (5)",""," -0.307","","-0.490 to -0.060"
"1-Naphthyl-N-Methylcarbamate","63252","63-25-2","1","1","1","1","1","      315 (2)","      321 (5)","      315","      321","          315","          310 to 329","201.22","                              2.36 (1)","                              2.20 (5)","                              2.36","                              2.20","                                  2.36","                                  1.44 to 2.44"
"2,3,4,6-Tetrachlorophenol","58902","58-90-2","","","1","","1","      150 (1)","      273 (5)","      150","      273","          150","          263 to 288","231.88","                              4.45 (1)","                              4.18 (5)","                              4.45","                              4.18","                                  4.45","                                  4.09 to 4.32"
"2,3,4,6-Tetrachlorophenol","58902","58-90-2","","","1","","1","      150 (1)","      273 (5)","      150","      273","          150","          263 to 288","231.88","                              4.45 (1)","                              4.18 (5)","                              4.45","                              4.18","                                  4.45","                                  4.09 to 4.32"
"2,3-Dichloropropanol","616239","616-23-9","","","1","","1","      183 (3)","      182 (4)","      182","      182","          182","          178 to 185","128.98",""," 7.22e-01 (5)",""," 7.22e-01","","6.55e-01 to 7.81"
"2,3-Dichloropropanol","616239","616-23-9","","","1","","1","      183 (3)","      182 (4)","      182","      182","          182","          178 to 185","128.98",""," 7.22e-01 (5)",""," 7.22e-01","","6.55e-01 to 7.81"
"2,4,5-Trichlorophenol","95954","95-95-4","1","1","1","1","1","      248 (2)","      252 (4)","      248","      252","          248","          244 to 262","197.44","                              3.72 (1)","                              3.70 (5)","                              3.72","                              3.70","                                  3.72","                                  3.45 to 3.83"
"2,4,6-Trinitrotoluene","118967","118-96-7","","","","","","      240 (2)","      332 (4)","      240","      332","          240","          304 to 365","227.13","                              1.60 (1)","                              1.81 (5)","                              1.60","                              1.81","                                  1.60","                                  1.53 to 2.05"
"2,4-Dichlorophenoxyacetic Acid","94757","94-75-7","1","1","1","1","1","      222 (3)","      320 (5)","      160","      320","          160 to 345","          300 to 346","221.03","                              2.81 (1)","                              2.65 (5)","                              2.81","                              2.65","                                  2.81","                                  2.44 to 2.84"
"2,4-Dinitrotoluene","121142","121-14-2","1","1","1","","1","      300 (2)","      301 (5)","      300","      301","          300","          297 to 305","182.13","                              1.98 (1)","                              1.98 (5)","                              1.98","                              1.98","                                  1.98","                                  1.62 to 2.18"
"2,4-Dinitrotoluene","121142","121-14-2","1","1","1","","1","      300 (2)","      301 (5)","      300","      301","          300","          297 to 305","182.13","                              1.98 (1)","                              1.98 (5)","                              1.98","                              1.98","                                  1.98","                                  1.62 to 2.18"
"2,6-Dimethylphenol","576261","576-26-1","1","1","1","","1","      203 (6)","      205 (4)","      203","      205","          203","          198 to 211","122.16","                              2.36 (1)","                              2.37 (5)","                              2.36","                              2.37","                                  2.36","                                  2.05 to 2.61"
"2-Butoxyethanol","111762","111-76-2","","1","1","","1","      171 (5)","      169 (4)","      171","      169","          171 to 173","          161 to 181","118.17","                              0.83 (1)","                              7.17e-01 (5)","                              0.83","                              7.17e-01","                                  0.83","                                  0.57 to 7.97e-01"
"2-Butoxyethanol","111762","111-76-2","","1","1","","1","      171 (5)","      169 (4)","      171","      169","          171 to 173","          161 to 181","118.17","                              0.83 (1)","                              7.17e-01 (5)","                              0.83","                              7.17e-01","                                  0.83","                                  0.57 to 7.97e-01"
"2-Butoxyethanol","111762","111-76-2","","1","1","","1","      171 (5)","      169 (4)","      171","      169","          171 to 173","          161 to 181","118.17","                              0.83 (1)","                              7.17e-01 (5)","                              0.83","                              7.17e-01","                                  0.83","                                  0.57 to 7.97e-01"
"2-Butoxyethanol","111762","111-76-2","","1","1","","1","      171 (5)","      169 (4)","      171","      169","          171 to 173","          161 to 181","118.17","                              0.83 (1)","                              7.17e-01 (5)","                              0.83","                              7.17e-01","                                  0.83","                                  0.57 to 7.97e-01"
"2-Chloronaphthalene","91587","91-58-7","","","1","","1","      256 (2)","      251 (4)","      255","      251","          255","          227 to 263","162.62","                              3.90 (1)","                              3.82 (5)","                              3.90","                              3.82","                                  3.90","                                  2.99 to 4.20"
"2-Chloronaphthalene","91587","91-58-7","","","1","","1","      256 (2)","      251 (4)","      255","      251","          255","          227 to 263","162.62","                              3.90 (1)","                              3.82 (5)","                              3.90","                              3.82","                                  3.90","                                  2.99 to 4.20"
"3,4-Dimethylphenol","95658","95-65-8","","1","1","","1","      227 (4)","      220 (4)","      227","      220","          227","          211 to 227","122.16","                              2.23 (1)","                              2.35 (5)","                              2.23","                              2.35","                                  2.23","                                  2.06 to 2.61"
"3-Amino-2,5-Dichlorobenzoic Acid","133904","133-90-4","","1","1","","1","      312 (1)","      332 (5)","      312","      332","          312","          308 to 373","206.02",""," 1.83 (5)",""," 1.83","","9.11e-01 to 2.52"
"4,4-Methylene bis(2-chloroaniline)","101144","101-14-4","","","1","","1","      293 (2)","      389 (5)","      208","      389","          202 to 214","          359 to 412","267.15","                              3.91 (1)","                              3.43 (5)","                              3.91","                              3.43","                                  3.91","                                  2.82 to 3.71"
"4,4-Methylene bis(2-chloroaniline)","101144","101-14-4","","","1","","1","      293 (2)","      389 (5)","      208","      389","          202 to 214","          359 to 412","267.15","                              3.91 (1)","                              3.43 (5)","                              3.91","                              3.43","                                  3.91","                                  2.82 to 3.71"
"4-methyl-2-Pentanone","108101","108-10-1","","","1","","1","      117 (8)","      114 (5)","      117","      114","          115 to 118","          105 to 119","100.16","                              1.31 (1)","                              1.38 (5)","                              1.31","                              1.38","                                  1.31","                                  1.16 to 1.67"
"Acenaphthene","83329","83-32-9","1","1","1","","1","      279 (4)","      277 (5)","      278","      277","          278 to 279","          269 to 291","154.21","                              3.92 (1)","                              3.88 (5)","                              3.92","                              3.88","                                  3.92","                                  3.04 to 4.19"
"Acenaphthene","83329","83-32-9","1","1","1","","1","      279 (4)","      277 (5)","      278","      277","          278 to 279","          269 to 291","154.21","                              3.92 (1)","                              3.88 (5)","                              3.92","                              3.88","                                  3.92","                                  3.04 to 4.19"
"Acequinocyl","57960197","57960-19-7","","","","","",""," 443 (5)",""," 443","","     332 to 504","384.51",""," 7.04 (5)",""," 7.04","","5.70 to 8.46"
"Acetamiprid","135410207","135410-20-7","1","1","1","","1",""," 325 (4)",""," 325","","     291 to 352","222.68",""," 1.03 (5)",""," 1.03","","-0.275 to 2.55"
"Acetochlor","34256821","34256-82-1","1","1","1","1","1",""," 340 (4)",""," 340","","     291 to 391","269.77","                              3.03 (1)","                              3.03 (5)","                              3.03","                              3.03","                                  3.03","                                  2.70 to 3.37"
"Acetochlor","34256821","34256-82-1","1","1","1","1","1",""," 340 (4)",""," 340","","     291 to 391","269.77","                              3.03 (1)","                              3.03 (5)","                              3.03","                              3.03","                                  3.03","                                  2.70 to 3.37"
"Acetochlor","34256821","34256-82-1","1","1","1","1","1",""," 340 (4)",""," 340","","     291 to 391","269.77","                              3.03 (1)","                              3.03 (5)","                              3.03","                              3.03","                                  3.03","                                  2.70 to 3.37"
"Acetochlor","34256821","34256-82-1","1","1","1","1","1",""," 340 (4)",""," 340","","     291 to 391","269.77","                              3.03 (1)","                              3.03 (5)","                              3.03","                              3.03","                                  3.03","                                  2.70 to 3.37"
"Acetochlor","34256821","34256-82-1","1","1","1","1","1",""," 340 (4)",""," 340","","     291 to 391","269.77","                              3.03 (1)","                              3.03 (5)","                              3.03","                              3.03","                                  3.03","                                  2.70 to 3.37"
"Aldrin","309002","309-00-2","1","1","1","1","1",""," 341 (4)",""," 341","","     300 to 385","364.9 ","                              6.50 (1)","                              5.94 (4)","                              6.50","                              5.94","                                  6.50","                                  5.32 to 6.32"
"Aldrin","309002","309-00-2","1","1","1","1","1",""," 341 (4)",""," 341","","     300 to 385","364.9 ","                              6.50 (1)","                              5.94 (4)","                              6.50","                              5.94","                                  6.50","                                  5.32 to 6.32"
"Aldrin","309002","309-00-2","1","1","1","1","1",""," 341 (4)",""," 341","","     300 to 385","364.9 ","                              6.50 (1)","                              5.94 (4)","                              6.50","                              5.94","                                  6.50","                                  5.32 to 6.32"
"Aldrin","309002","309-00-2","1","1","1","1","1",""," 341 (4)",""," 341","","     300 to 385","364.9 ","                              6.50 (1)","                              5.94 (4)","                              6.50","                              5.94","                                  6.50","                                  5.32 to 6.32"
"Aldrin","309002","309-00-2","1","1","1","1","1",""," 341 (4)",""," 341","","     300 to 385","364.9 ","                              6.50 (1)","                              5.94 (4)","                              6.50","                              5.94","                                  6.50","                                  5.32 to 6.32"
"Allyl alcohol","107186","107-18-6","","","1","","1","      96.4 (5)","      94.0 (5)","      96.6","      94.0","          95.0 to 97.0","          83.8 to 103","58.08 ","                              0.17 (1)","                              1.58e-01 (5)","                              0.17","                              1.58e-01","                                  0.17","                                  9.39e-02 to 2.16e-01"
"Allyl alcohol","107186","107-18-6","","","1","","1","      96.4 (5)","      94.0 (5)","      96.6","      94.0","          95.0 to 97.0","          83.8 to 103","58.08 ","                              0.17 (1)","                              1.58e-01 (5)","                              0.17","                              1.58e-01","                                  0.17","                                  9.39e-02 to 2.16e-01"
"alpha-Hexachlorocyclohexane","319846","319-84-6","","","1","","1",""," 281 (5)",""," 281","","     236 to 304","290.83","                              3.72 (1)","                              3.90 (5)","                              3.72","                              3.90","                                  3.72","                                  3.63 to 4.26"
"alpha-Hexachlorocyclohexane","319846","319-84-6","","","1","","1",""," 281 (5)",""," 281","","     236 to 304","290.83","                              3.72 (1)","                              3.90 (5)","                              3.72","                              3.90","                                  3.72","                                  3.63 to 4.26"
"Ametryne","834128","834-12-8","1","1","1","","1","      345 (1)","      358 (4)","      345","      358","          345","          342 to 396","227.33","                              2.98 (1)","                              3.06 (5)","                              2.98","                              3.06","                                  2.98","                                  2.90 to 3.32"
"Amicarbazone","129909906","129909-90-6","","","","","",""," 339 (3)",""," 339","","     291 to 423","241.29",""," 9.04e-01 (5)",""," 9.04e-01","","-0.987 to 2.09"
"Amicarbazone","129909906","129909-90-6","","","","","",""," 339 (3)",""," 339","","     291 to 423","241.29",""," 9.04e-01 (5)",""," 9.04e-01","","-0.987 to 2.09"
"Aramite","140578","140-57-8","","","1","","1",""," 365 (5)",""," 365","","     306 to 426","334.86",""," 4.34 (5)",""," 4.34","","4.04 to 4.82"
"Aramite","140578","140-57-8","","","1","","1",""," 365 (5)",""," 365","","     306 to 426","334.86",""," 4.34 (5)",""," 4.34","","4.04 to 4.82"
"Asulam","3337711","3337-71-1","","1","1","","1",""," 325 (3)",""," 325","","     255 to 382","230.24","                              -0.270 (1)","                              -0.157 (5)","                              -0.270","                              -0.157","                                  -0.270","                                  -0.637 to 6.81e-02"
"Azoxystrobin","131860338","131860-33-8","1","1","1","","1",""," 453 (4)",""," 453","","     337 to 581","403.39","                              2.50 (1)","                              2.84 (5)","                              2.50","                              2.84","                                  2.50","                                  1.22 to 5.13"
"Bensulfuron-Methyl (Ph7)","83055996","83055-99-6","1","","1","1","1",""," 391 (3)",""," 391","","     275 to 580","410.4 ","                              2.29 (2)","                              1.90 (5)","                              2.29","                              1.90","                                  2.18 to 2.40","                                  1.41 to 2.38"
"Bensulfuron-Methyl (Ph7)","83055996","83055-99-6","1","","1","1","1",""," 391 (3)",""," 391","","     275 to 580","410.4 ","                              2.29 (2)","                              1.90 (5)","                              2.29","                              1.90","                                  2.18 to 2.40","                                  1.41 to 2.38"
"Bensulfuron-Methyl (Ph7)","83055996","83055-99-6","1","","1","1","1",""," 391 (3)",""," 391","","     275 to 580","410.4 ","                              2.29 (2)","                              1.90 (5)","                              2.29","                              1.90","                                  2.18 to 2.40","                                  1.41 to 2.38"
"Bensulfuron-Methyl (Ph7)","83055996","83055-99-6","1","","1","1","1",""," 391 (3)",""," 391","","     275 to 580","410.4 ","                              2.29 (2)","                              1.90 (5)","                              2.29","                              1.90","                                  2.18 to 2.40","                                  1.41 to 2.38"
"Bensulfuron-Methyl (Ph7)","83055996","83055-99-6","1","","1","1","1",""," 391 (3)",""," 391","","     275 to 580","410.4 ","                              2.29 (2)","                              1.90 (5)","                              2.29","                              1.90","                                  2.18 to 2.40","                                  1.41 to 2.38"
"Bensulfuron-Methyl (Ph7)","83055996","83055-99-6","1","","1","1","1",""," 391 (3)",""," 391","","     275 to 580","410.4 ","                              2.29 (2)","                              1.90 (5)","                              2.29","                              1.90","                                  2.18 to 2.40","                                  1.41 to 2.38"
"Bensulfuron-Methyl (Ph7)","83055996","83055-99-6","1","","1","1","1",""," 391 (3)",""," 391","","     275 to 580","410.4 ","                              2.29 (2)","                              1.90 (5)","                              2.29","                              1.90","                                  2.18 to 2.40","                                  1.41 to 2.38"
"Bensulfuron-Methyl (Ph7)","83055996","83055-99-6","1","","1","1","1",""," 391 (3)",""," 391","","     275 to 580","410.4 ","                              2.29 (2)","                              1.90 (5)","                              2.29","                              1.90","                                  2.18 to 2.40","                                  1.41 to 2.38"
"Bensulfuron-Methyl (Ph7)","83055996","83055-99-6","1","","1","1","1",""," 391 (3)",""," 391","","     275 to 580","410.4 ","                              2.29 (2)","                              1.90 (5)","                              2.29","                              1.90","                                  2.18 to 2.40","                                  1.41 to 2.38"
"Benthiavalicarb-isopropyl","177406687","177406-68-7","","","","","",""," 425 (5)",""," 425","","     292 to 551","381.47",""," 3.03 (5)",""," 3.03","","2.21 to 3.90"
"Benthiavalicarb-isopropyl","177406687","177406-68-7","","","","","",""," 425 (5)",""," 425","","     292 to 551","381.47",""," 3.03 (5)",""," 3.03","","2.21 to 3.90"
"Benzene Sulfonic Acid","68584225","68584-22-5","","","1","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benzene, 1,1'-oxybis-, octabromo deriv.","32536520","32536-52-0","","","1","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benzene, 1,1'-oxybis-, octabromo deriv.","32536520","32536-52-0","","","1","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benzene, 1,1'-oxybis-, octabromo deriv.","32536520","32536-52-0","","","1","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benzene, 1,1'-oxybis-, octabromo deriv.","32536520","32536-52-0","","","1","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benzene, 1,1'-oxybis-, pentabromo deriv.","32534819","32534-81-9","","","1","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benzene, 1,1'-oxybis-, pentabromo deriv.","32534819","32534-81-9","","","1","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benzene, 1,1'-oxybis-, pentabromo deriv.","32534819","32534-81-9","","","1","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benzene, 1,1'-oxybis-, pentabromo deriv.","32534819","32534-81-9","","","1","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benzenethiol   ","108985","108-98-5","","","1","","1","      169 (6)","      174 (5)","      169","      174","          168 to 169","          164 to 181","110.17","                              2.52 (1)","                              2.45 (5)","                              2.52","                              2.45","                                  2.52","                                  2.16 to 2.69"
"Benzenethiol   ","108985","108-98-5","","","1","","1","      169 (6)","      174 (5)","      169","      174","          168 to 169","          164 to 181","110.17","                              2.52 (1)","                              2.45 (5)","                              2.52","                              2.45","                                  2.52","                                  2.16 to 2.69"
"Benzidine","92875","92-87-5","1","1","1","","1","      394 (6)","      363 (5)","      400","      363","          359 to 402","          337 to 381","184.24","                              1.34 (1)","                              1.55 (5)","                              1.34","                              1.55","                                  1.34","                                  1.37 to 1.92"
"Benzidine","92875","92-87-5","1","1","1","","1","      394 (6)","      363 (5)","      400","      363","          359 to 402","          337 to 381","184.24","                              1.34 (1)","                              1.55 (5)","                              1.34","                              1.55","                                  1.34","                                  1.37 to 1.92"
"Bifenazate","149877418","149877-41-8","1","1","1","","1",""," 345 (3)",""," 345","","     307 to 417","300.35",""," 3.48 (5)",""," 3.48","","3.12 to 4.14"
"Bioallethrin","584792","584-79-2","1","1","1","","1",""," 347 (5)",""," 347","","     316 to 387","302.41","                              4.78 (1)","                              5.08 (5)","                              4.78","                              5.08","                                  4.78","                                  4.81 to 5.52"
"Bis(2-Chloroethoxy)Methane","111911","111-91-1","","","1","","1","      147 (3)","      205 (4)","      112","      205","          112","          195 to 214","173.03",""," 1.34 (5)",""," 1.34","","1.17 to 1.50"
"Bis(2-Ethylhexyl)Phthalate","117817","117-81-7","","1","1","1","1","      308 (4)","      400 (5)","      230","      400","          230 to 386","          383 to 425","390.56","                              7.60 (1)","                              8.01 (5)","                              7.60","                              8.01","                                  7.60","                                  7.33 to 8.71"
"Bispyribac sodium","125401925","125401-92-5","","","1","","1",""," 532 (5)",""," 532","","     325 to 774","452.35","                              -1.03 (1)","                              2.27e-01 (5)","                              -1.03","                              2.27e-01","                                  -1.03","                                  -1.80 to 2.01"
"Boscalid","188425856","188425-85-6","1","1","1","","1",""," 427 (5)",""," 427","","     327 to 520","343.21","                              2.96 (1)","                              3.70 (5)","                              2.96","                              3.70","                                  2.96","                                  2.19 to 4.69"
"Boscalid","188425856","188425-85-6","1","1","1","","1",""," 427 (5)",""," 427","","     327 to 520","343.21","                              2.96 (1)","                              3.70 (5)","                              2.96","                              3.70","                                  2.96","                                  2.19 to 4.69"
"Bromobenzene","108861","108-86-1","","","1","","1","      156 (4)","      160 (4)","      156","      160","          155 to 156","          154 to 165","157.01","                              2.99 (1)","                              2.87 (5)","                              2.99","                              2.87","                                  2.99","                                  2.72 to 2.99"
"Bromoform","75252","75-25-2","","","1","1","1","      149 (6)","      149 (5)","      150","      149","          148 to 150","          131 to 167","252.73","                              2.40 (1)","                              2.33 (5)","                              2.40","                              2.33","                                  2.40","                                  1.79 to 2.66"
"Bromophos","2104963","2104-96-3","","","1","","1",""," 354 (4)",""," 354","","     323 to 372","365.99","                              5.21 (1)","                              5.07 (5)","                              5.21","                              5.07","                                  5.21","                                  4.79 to 5.20"
"Butafenacil","134605644","134605-64-4","","1","1","","1",""," 448 (5)",""," 448","","     305 to 539","474.82",""," 3.31 (5)",""," 3.31","","2.06 to 4.15"
"Butafenacil","134605644","134605-64-4","","1","1","","1",""," 448 (5)",""," 448","","     305 to 539","474.82",""," 3.31 (5)",""," 3.31","","2.06 to 4.15"
"Butyl Benzyl Phthalate","85687","85-68-7","","1","1","1","1","      370 (4)","      381 (5)","      370","      381","          370","          354 to 408","312.36","                              4.73 (1)","                              4.54 (5)","                              4.73","                              4.54","                                  4.73","                                  3.87 to 5.00"
"Butyl Benzyl Phthalate","85687","85-68-7","","1","1","1","1","      370 (4)","      381 (5)","      370","      381","          370","          354 to 408","312.36","                              4.73 (1)","                              4.54 (5)","                              4.73","                              4.54","                                  4.73","                                  3.87 to 5.00"
"Butylate","2008415","2008-41-5","1","1","1","","1",""," 262 (4)",""," 262","","     225 to 300","217.37","                              4.15 (1)","                              3.97 (5)","                              4.15","                              3.97","                                  4.15","                                  3.80 to 4.10"
"Butylate","2008415","2008-41-5","1","1","1","","1",""," 262 (4)",""," 262","","     225 to 300","217.37","                              4.15 (1)","                              3.97 (5)","                              4.15","                              3.97","                                  4.15","                                  3.80 to 4.10"
"Butylbenzene, n-   ","104518","104-51-8","","1","1","","1","      183 (4)","      185 (5)","      183","      185","          181 to 183","          181 to 191","134.22","                              4.38 (2)","                              4.15 (5)","                              4.38","                              4.15","                                  4.38","                                  4.01 to 4.32"
"Carbon Tetrachloride","56235","56-23-5","","","1","1","1","      76.8 (3)","      79.8 (5)","      76.8","      79.8","          76.7 to 77.0","          75.7 to 91.4","153.81","                              2.83 (1)","                              2.69 (5)","                              2.83","                              2.69","                                  2.83","                                  2.44 to 2.86"
"Carfentrazone-ethyl","128639021","128639-02-1","","1","1","","1","      353 (1)","      386 (4)","      353","      386","          353","          295 to 454","412.19","                              3.36 (1)","                              3.41 (5)","                              3.36","                              3.41","                                  3.36","                                  3.05 to 4.26"
"Chlordane","57749","57-74-9","","1","1","","1",""," 354 (5)",""," 354","","     327 to 425","409.76","                              6.16 (2)","                              5.98 (5)","                              6.16","                              5.98","                                  6.16","                                  5.57 to 6.26"
"Chlordane, technical grade","12789036","12789-03-6","","","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlorimuron-Ethyl","90982324","90982-32-4","","","","","",""," 388 (3)",""," 388","","     275 to 575","414.82","                              2.50 (2)","                              2.51 (5)","                              2.50","                              2.51","                                  2.50","                                  2.07 to 3.33"
"Chlorobenzene","108907","108-90-7","","","1","1","1","      132 (6)","      139 (5)","      132","      139","          132","          125 to 151","112.56","                              2.84 (1)","                              2.69 (5)","                              2.84","                              2.69","                                  2.84","                                  2.51 to 2.83"
"Chlorobenzotrifluoride, 4-   ","98566","98-56-6","","","1","","1","      138 (6)","      140 (4)","      138","      140","          136 to 139","          134 to 146","180.55",""," 3.47 (5)",""," 3.47","","3.25 to 3.66"
"Chlorobenzotrifluoride, 4-   ","98566","98-56-6","","","1","","1","      138 (6)","      140 (4)","      138","      140","          136 to 139","          134 to 146","180.55",""," 3.47 (5)",""," 3.47","","3.25 to 3.66"
"Chloroform","67663","67-66-3","","","1","1","1","      61.2 (5)","      66.5 (5)","      61.3","      66.5","          60.5 to 61.7","          54.5 to 91.2","119.37","                              1.97 (1)","                              1.82 (5)","                              1.97","                              1.82","                                  1.97","                                  1.52 to 1.96"
"Chloroform","67663","67-66-3","","","1","1","1","      61.2 (5)","      66.5 (5)","      61.3","      66.5","          60.5 to 61.7","          54.5 to 91.2","119.37","                              1.97 (1)","                              1.82 (5)","                              1.97","                              1.82","                                  1.97","                                  1.52 to 1.96"
"Chloroform","67663","67-66-3","","","1","1","1","      61.2 (5)","      66.5 (5)","      61.3","      66.5","          60.5 to 61.7","          54.5 to 91.2","119.37","                              1.97 (1)","                              1.82 (5)","                              1.97","                              1.82","                                  1.97","                                  1.52 to 1.96"
