Iter	V_dist	k_e	C_rest_1.1	C_rest_1.2	C_rest_1.3	C_rest_1.4	C_rest_1.5	C_rest_1.6	C_rest_1.7	C_rest_1.8	C_rest_1.9	C_rest_1.10	C_rest_1.11	C_rest_1.12	C_rest_1.13	C_rest_1.14
322	0.466411	0.115665	10.2155	17.8801	23.5665	27.7203	32.7401	34.8901	34.8316	32.4073	26.3539	20.9975	13.2317	8.33148	5.24611	3.30307
323	0.301472	0.573461	14.9021	24.5173	30.2815	33.2764	34.0008	30.9957	21.9718	14.0397	5.02676	1.6734	0.173558	0.0177312	0.00184353	0.000131929
324	0.469097	0.645506	9.48984	15.4659	18.9165	20.5799	20.5927	18.3634	12.4151	7.53504	2.40858	0.707851	0.0559194	0.00421397	0.000301326	2.4492e-05
325	0.768724	0.316721	6.03929	10.2829	13.1631	15.0138	16.5979	16.4614	14.0246	10.9648	6.12108	3.28968	0.93048	0.262143	0.0738282	0.0208374
326	0.299048	0.87439	14.462	22.8855	27.1635	28.6613	26.9301	22.4993	13.264	6.95917	1.62285	0.338029	0.0125431	0.000410282	6.30625e-06	6.80248e-08
327	0.458076	0.858482	9.46022	15.0006	17.8412	18.8639	17.7988	14.9342	8.88197	4.70324	1.11834	0.237813	0.00919252	0.000306483	5.70441e-06	6.39144e-07
328	0.402889	0.184863	11.7207	20.3193	26.5106	30.8498	35.6007	36.9916	34.9237	30.5657	21.7962	15.1515	7.24333	3.45785	1.65062	0.787903
329	0.335598	0.867294	12.8985	20.4296	24.2707	25.6325	24.1291	20.1975	11.9535	6.29755	1.4812	0.311475	0.0118641	0.000417713	1.16883e-05	1.29517e-06
330	0.348093	0.560422	12.9277	21.3056	26.3609	29.0208	29.7665	27.2464	19.4847	12.5699	4.59669	1.56604	0.170642	0.0183008	0.00190916	0.000187807
331	0.611564	0.199458	7.70686	13.334	17.3599	20.156	23.1483	23.9264	22.328	19.2943	13.3855	9.04162	4.07768	1.83629	0.826841	0.372299
332	0.546165	0.37392	8.43806	14.256	18.1014	20.4716	22.2245	21.6158	17.6438	13.1591	6.6251	3.18994	0.719258	0.161293	0.0361016	0.00806535
333	0.636204	0.428114	7.19374	12.0661	15.2046	17.0594	18.2111	17.3942	13.6453	9.74236	4.45691	1.93617	0.352617	0.0637053	0.0114983	0.00207768
334	0.296187	0.214924	15.8813	27.4187	35.617	41.2556	47.1393	48.4541	44.6668	38.0828	25.6649	16.8178	7.13202	3.01892	1.27779	0.54083
335	0.259627	0.399076	17.6936	29.7925	37.6943	42.4728	45.7503	44.1224	35.3522	25.834	12.438	5.70869	1.1652	0.236419	0.047691	0.00961732
336	0.765453	0.385534	6.01175	10.1409	12.855	14.5135	15.6998	15.2101	12.3086	9.09321	4.48458	2.11197	0.454836	0.0973552	0.0208075	0.00447196
337	0.795124	0.299781	5.85151	9.98611	12.8138	14.6524	16.2864	16.2476	14.0224	11.1199	6.40319	3.55592	1.07564	0.324353	0.0977052	0.0294689
338	0.296516	0.0973607	16.1069	28.263	37.3522	44.0626	52.3667	56.1851	56.9359	53.8476	45.3487	37.4651	25.398	17.2057	11.6557	7.89617
339	0.698062	0.657051	6.36783	10.3623	12.6548	13.7456	13.7089	12.1822	8.1754	4.92212	1.54598	0.445571	0.033841	0.00243206	0.000202808	2.66821e-06
340	0.648632	0.47804	7.011	11.6814	14.6179	16.2832	17.1182	16.0859	12.177	8.36044	3.50803	1.38837	0.208003	0.030812	0.00466698	0.000716304
341	0.357151	0.796067	12.2293	19.5465	23.4366	24.9839	23.9709	20.4612	12.6106	6.93248	1.78563	0.414019	0.0195645	0.000786629	2.70717e-05	1.19275e-06
342	0.859364	0.903035	5.01454	7.90652	9.35021	9.82924	9.16628	7.6001	4.41091	2.27734	0.513384	0.10315	0.00353569	0.000106176	3.77531e-06	2.05078e-07
343	0.508232	0.272818	9.18645	15.7351	20.2696	23.2726	26.0935	26.2773	23.1527	18.7834	11.366	6.65145	2.2396	0.752101	0.252568	0.0848275
344	0.840814	0.602838	5.32321	8.72408	10.7324	11.7454	11.8984	10.7486	7.47214	4.67403	1.59677	0.504849	0.0468682	0.00428575	0.000370613	3.92813e-05
345	0.733277	0.151623	6.46752	11.2638	14.7676	17.2733	20.156	21.1977	20.5531	18.5216	14.0653	10.4387	5.69812	3.10703	1.6941	0.923697
346	0.332724	0.304439	13.9752	23.8345	30.5641	34.9254	38.7619	38.6073	33.2022	26.2265	14.9737	8.24074	2.44734	0.723988	0.214471	0.063392
347	0.721679	0.537339	6.25388	10.3382	12.8318	14.1728	14.6369	13.4953	9.80362	6.43389	2.44366	0.867724	0.103277	0.0120891	0.0014178	0.000185327
348	0.581995	0.253651	8.04198	13.8109	17.84	20.5426	23.1765	23.4977	21.0134	17.3285	10.8644	6.60004	2.39862	0.869725	0.315232	0.114242
349	0.295298	0.471893	15.412	25.6996	32.1879	35.8858	37.7979	35.5882	27.0573	18.6658	7.91588	3.16876	0.486261	0.0735701	0.0112779	0.00180006
350	0.473462	0.300666	9.8258	16.7666	21.5119	24.5954	27.3299	27.256	23.5077	18.6282	10.7093	5.93713	1.78968	0.537671	0.161484	0.048575
351	0.0559985	0.4139	81.8776	137.592	173.726	195.323	209.428	200.98	159.298	115.031	53.9495	24.0747	4.63437	0.88641	0.169298	0.0323034
352	0.370945	0.516459	12.1994	20.2226	25.1725	27.8861	28.9794	26.8966	19.8215	13.2146	5.19708	1.91668	0.247145	0.0314704	0.00399728	0.0004962
353	0.829077	0.563836	5.42541	8.93738	11.0529	12.1626	12.4627	11.3953	8.13014	5.23182	1.90265	0.644316	0.0693243	0.00727783	0.000760557	8.21796e-05
354	0.549432	0.346372	8.4176	14.2748	18.1962	20.6631	22.6288	22.2156	18.5092	14.1195	7.46934	3.79139	0.953156	0.238517	0.0596494	0.0148985
355	0.528664	0.234045	8.87566	15.2835	19.7983	22.8657	25.9631	26.5061	24.0694	20.1852	13.1257	8.28481	3.25555	1.27661	0.50053	0.196308
356	0.11905	0.718403	37.0494	59.8128	72.4516	78.0419	76.4954	66.7577	43.1083	24.902	7.14211	1.86287	0.113713	0.00624502	0.000334818	1.78217e-06
357	0.247894	0.626561	18.0011	29.4095	36.0634	39.3378	39.5773	35.4954	24.2941	14.9416	4.9184	1.4927	0.127099	0.0102843	0.000901089	0.000176935
358	0.776237	0.170967	6.09431	10.5855	13.839	16.1387	18.7107	19.5397	18.6534	16.5257	12.0972	8.64216	4.36718	2.20397	1.11223	0.561342
359	0.218936	0.598176	20.4556	33.5447	41.2932	45.2203	45.8716	41.4987	28.9366	18.1613	6.25057	1.9923	0.188224	0.017198	0.00152727	0.000121701
360	0.481455	0.0759682	9.94739	17.5069	23.2106	27.473	32.8889	35.5693	36.6856	35.37	31.0347	26.7483	19.7512	14.5757	10.756	7.93773
361	0.339965	0.173047	13.9113	24.1563	31.5712	36.8058	42.6417	44.4975	42.4085	37.5025	27.3465	19.4566	9.7504	4.88003	2.44234	1.22252
362	0.383011	0.449825	11.9161	19.9288	25.0367	28.0028	29.6941	28.1602	21.7488	15.2644	6.72377	2.80452	0.469044	0.0777172	0.0126905	0.00207035
363	0.632173	0.668173	7.02161	11.4097	13.9131	15.0895	15.0016	13.2869	8.85386	5.2901	1.63364	0.462206	0.0336958	0.00235434	0.000107933	-3.60945e-06
364	0.644768	0.776451	6.79084	10.8814	13.0805	13.9804	13.4853	11.5744	7.21689	4.01612	1.06203	0.253334	0.0126523	0.000577529	1.31299e-05	1.21048e-06
365	0.307669	0.688587	14.3902	23.3211	28.3609	30.6733	30.3184	26.691	17.5577	10.3462	3.09929	0.848059	0.0573728	0.00367141	0.000207383	1.06125e-05
366	0.640648	0.221161	7.3364	12.6553	16.4244	19.0064	21.6725	22.2274	20.3894	17.2901	11.5166	7.45509	3.08369	1.27318	0.525768	0.217083
367	0.357688	0.431023	12.7904	21.445	27.0119	30.2941	32.3102	30.8312	24.1361	17.1932	7.82502	3.38103	0.608496	0.108523	0.0193499	0.00349269
368	0.353434	0.780005	12.3829	19.8329	23.8299	25.4574	24.5322	21.035	13.0877	7.26686	1.91224	0.453985	0.0223637	0.00100088	4.59195e-05	3.44052e-06
369	0.493827	0.811975	8.82687	14.0796	16.8468	17.9213	17.121	14.5497	8.88546	4.83707	1.22027	0.276468	0.0124368	0.00058524	4.04589e-05	-4.29288e-06
370	0.425992	0.323918	10.8881	18.5207	23.684	26.9849	29.7636	29.4456	24.9503	19.3903	10.6838	5.66249	1.55645	0.426184	0.116649	0.032112
371	0.602836	0.796391	7.24495	11.5794	13.8833	14.7992	14.198	12.118	7.46774	4.10451	1.05673	0.244898	0.0114458	0.00048644	2.2526e-05	-1.30859e-06
372	0.261071	0.208069	18.0334	31.1637	40.5221	46.9865	53.8076	55.4448	51.3891	44.0755	30.087	19.9829	8.70857	3.78878	1.64821	0.71723
373	0.118878	0.604601	37.6423	61.6767	75.8563	82.9961	84.0345	75.8736	52.6812	32.9123	11.2129	3.53449	0.325538	0.0296144	0.00253593	0.000131212
374	0.513385	0.441649	8.8993	14.8998	18.7399	20.9847	22.3079	21.2124	16.4789	11.6405	5.20083	2.20271	0.380401	0.0652097	0.0112588	0.00195068
375	0.239384	0.826379	18.176	28.939	34.562	36.6967	34.9224	29.5599	17.9026	9.66184	2.39202	0.53132	0.0227736	0.000866758	-1.46375e-06	-1.00779e-05
376	0.714438	0.248004	6.55593	11.2675	14.5665	16.7876	18.9749	19.2762	17.3144	14.3473	9.08991	5.58326	2.07531	0.769628	0.285416	0.105769
377	0.168551	0.348466	27.4318	46.5063	59.2637	67.2767	73.6284	72.232	60.0843	45.7544	24.1138	12.191	3.03924	0.754145	0.187072	0.0464103
378	0.507723	0.143649	9.35034	16.3025	21.3988	25.0608	29.3214	30.9265	30.1793	27.3879	21.1163	15.92	8.97124	5.0503	2.84287	1.6004
379	0.150591	0.266468	31.0288	53.194	68.5859	78.8228	88.5596	89.3818	79.1429	64.5547	39.5238	23.4177	8.08743	2.7857	0.959289	0.330487
380	0.773465	0.221474	6.07637	10.4813	13.6023	15.7399	17.9459	18.4034	16.8774	14.3081	9.52519	6.16214	2.5457	1.04975	0.432898	0.178524
381	0.668528	0.882217	6.46285	10.217	12.1148	12.7698	11.9739	9.98288	5.85984	3.06104	0.707176	0.145794	0.00527535	0.000166721	5.04135e-06	2.82231e-07
382	0.330897	0.0847348	14.457	25.4125	33.6479	39.7719	47.4702	51.1719	52.3971	50.1215	43.246	36.6317	26.1181	18.6103	13.2604	9.44839
383	0.276571	0.361286	16.6903	28.2463	35.9297	40.7102	44.3738	43.3433	35.7108	26.9094	13.8582	6.83593	1.61991	0.381896	0.0899491	0.0211432
384	0.824917	0.316295	5.62821	9.58353	12.2686	13.9944	15.4731	15.3481	13.0805	10.2303	5.71575	3.07423	0.870873	0.245847	0.0694738	0.0196216
385	0.25837	0.657851	17.2028	27.991	34.1799	37.1223	37.0149	32.8844	22.0577	13.2733	4.16352	1.19849	0.0908536	0.00660006	0.000356932	4.93662e-05
386	0.660441	0.298543	7.04592	12.0265	15.4351	17.6533	19.6298	19.5913	16.9237	13.4346	7.75325	4.3161	1.31201	0.397524	0.120389	0.0364485
387	0.727028	0.473972	6.25825	10.4328	13.063	14.5595	15.3256	14.4199	10.9475	7.53977	3.18635	1.27056	0.193398	0.0291487	0.00436352	0.000644425
388	0.840589	0.804024	5.19078	8.28818	9.92737	10.5717	10.1213	8.62018	5.28837	2.89302	0.737259	0.169037	0.00777118	0.000310684	2.25759e-05	-3.61124e-07
389	0.529509	0.250165	8.8431	15.1939	19.6364	22.6229	25.5525	25.9385	23.2595	19.2377	12.1394	7.42471	2.73603	1.00589	0.369766	0.135911
390	0.149574	0.301141	31.1007	53.0664	68.0811	77.835	86.4772	86.2302	74.3434	58.8884	33.8228	18.7336	5.63626	1.69038	0.506552	0.152194
391	0.360949	0.389969	12.7417	21.4806	27.2134	30.7044	33.1676	32.0851	25.8797	19.0517	9.32151	4.35279	0.921295	0.193552	0.0406292	0.00851327
392	0.483456	0.256993	9.67694	16.6111	21.4468	24.6833	27.8179	28.1699	25.1267	20.6615	12.8731	7.76937	2.78624	0.996838	0.356622	0.127592
393	0.238518	0.727807	18.4702	29.7822	36.0306	38.7614	37.894	32.98	21.1737	12.156	3.4394	0.88406	0.0523108	0.0028741	0.000168148	1.91424e-05
394	0.261109	0.760184	16.8034	26.9816	32.5035	34.8153	33.733	29.0861	18.3121	10.2955	2.78329	0.680704	0.0358259	0.00190352	4.10474e-05	-1.07253e-06
395	0.225436	0.102031	21.1726	37.1278	49.0338	57.8004	68.5847	73.458	74.1566	69.8418	58.2963	47.7183	31.7518	21.1122	14.0373	9.33344
396	0.699374	0.349961	6.60986	11.2037	14.2738	16.2002	17.7209	17.3767	14.4384	10.9816	5.77232	2.90982	0.721197	0.177963	0.0439141	0.0108034
397	0.138452	0.592604	32.3696	53.1217	65.4403	71.7196	72.8708	66.0371	46.2184	29.1249	10.1114	3.25462	0.313661	0.0293306	0.00281741	0.000348074
398	0.6	0.175696	7.87956	13.6775	17.8689	20.8231	24.1036	25.1283	23.8984	21.0845	15.2979	10.8276	5.3691	2.65878	1.31698	0.652207
399	0.490067	0.144499	9.68614	16.8859	22.1619	25.951	30.3543	32.0059	31.2123	28.305	21.7875	16.3985	9.20956	5.16714	2.89877	1.62606
400	0.774849	0.887591	5.57229	8.80313	10.4311	10.9875	10.2881	8.565	5.01271	2.61057	0.599275	0.122737	0.00446717	7.82295e-05	7.72071e-06	7.13038e-06
401	0.791089	0.766297	5.54189	8.89173	10.7029	11.4548	11.08	9.53738	5.98249	3.35054	0.898252	0.2176	0.0112293	0.000460554	3.18424e-05	-5.61615e-07
402	0.46364	0.125186	10.2639	17.9411	23.6137	27.7346	32.652	34.6742	34.348	31.6872	25.3038	19.7847	12.0018	7.27437	4.4088	2.67206
403	0.200146	0.871112	21.6173	34.2226	40.6371	42.896	40.3387	33.7315	19.9212	10.472	2.45196	0.512876	0.0189605	0.000723275	-1.23039e-05	-1.69873e-05
404	0.128035	0.887885	33.7214	53.2712	63.1203	66.4848	62.2478	51.8185	30.3233	15.7885	3.62322	0.741609	0.0263184	0.000874422	-9.3896e-05	-3.59777e-05
405	0.202591	0.125534	23.4884	41.0553	54.0333	63.4594	74.701	79.3156	78.5473	72.4404	57.8088	45.1705	27.3638	16.5619	10.0244	6.06672
406	0.204976	0.14236	23.1646	40.395	53.0329	62.1209	72.7138	76.7315	74.9576	68.1041	52.6342	39.7838	22.5346	12.7513	7.21515	4.08257
407	0.785415	0.107292	6.07296	10.6416	14.0432	16.5403	19.5913	20.9426	21.0506	19.7324	16.305	13.2078	8.6055	5.60275	3.64763	2.37485
408	0.629152	0.201811	7.48914	12.9531	16.8583	19.5665	22.4538	23.1889	21.5991	18.6256	12.8646	8.64998	3.86522	1.72427	0.769106	0.3431
409	0.0515035	0.385871	89.3438	150.704	191.034	215.67	233.263	225.962	182.813	135.023	66.5522	31.3237	6.73874	1.43882	0.307447	0.0659005
410	0.612382	0.318621	7.57928	12.9017	16.5109	18.827	20.8008	20.6164	17.5391	13.6909	7.61654	4.07832	1.14475	0.320143	0.0894531	0.0250302
411	0.297843	0.3551	15.5106	26.2721	33.4476	37.933	41.4274	40.5504	33.5636	25.4202	13.2378	6.60772	1.60507	0.388	0.0937858	0.0226544
412	0.0946054	0.446095	48.2654	80.7609	101.513	113.599	120.599	114.509	88.6743	62.4176	27.6722	11.623	1.97298	0.331856	0.055747	0.00937488
413	0.059366	0.860729	72.9758	115.681	137.547	145.389	137.099	114.962	68.2905	36.1161	8.56386	1.81564	0.070603	0.00256124	0.000160684	-6.96546e-06
414	0.381013	0.483073	11.9278	19.8602	24.8352	27.6442	29.0186	27.2233	20.5354	14.0445	5.84354	2.29118	0.336571	0.0486872	0.00698105	0.00102584
415	0.496201	0.542904	9.08924	15.0143	18.6215	20.5515	21.1894	19.5022	14.1137	9.22415	3.47145	1.22024	0.142111	0.0163074	0.00201501	0.000257324
416	0.653228	0.901887	6.5979	10.4045	12.3062	12.9386	12.0699	10.0104	5.81362	3.00341	0.677966	0.136407	0.0047151	0.000124229	-5.29149e-06	-5.31401e-07
417	0.382383	0.633915	11.659	19.0297	23.3121	25.4029	25.5034	22.822	15.5455	9.51191	3.09513	0.927671	0.0767104	0.00625744	0.00046044	3.49932e-05
418	0.466451	0.84232	9.30929	14.7917	17.6294	18.6792	17.6996	14.9162	8.95312	4.78632	1.16119	0.252387	0.0102029	0.000357148	1.79546e-05	1.14537e-06
419	0.626276	0.763911	7.00242	11.2386	13.5319	14.4872	14.0225	12.0782	7.58713	4.25564	1.14483	0.278352	0.0145516	0.0007199	3.01579e-05	1.1968e-07
420	0.734471	0.854566	5.90308	9.3649	11.1439	11.7887	11.1346	9.35245	5.57475	2.95872	0.706755	0.151131	0.00587651	0.000200339	7.21804e-06	6.00404e-07
421	0.167425	0.0996162	28.5175	50.0245	66.0898	77.9354	92.5522	99.2177	100.358	94.7225	79.4329	65.33	43.8916	29.4671	19.7832	13.2815
422	0.159632	0.638752	27.9109	45.5272	55.7358	60.6939	60.8496	54.3727	36.9209	22.5138	7.27154	2.16127	0.175538	0.0136581	0.00110099	8.91196e-05
423	0.763695	0.573227	5.88286	9.67892	11.9549	13.1377	13.4246	12.239	8.67706	5.54552	1.98643	0.661544	0.0686775	0.0069327	0.000710658	6.38709e-05
424	0.205184	0.416037	22.3397	37.5304	47.3726	53.2457	57.0535	54.7124	43.2991	31.2138	14.5858	6.48252	1.238	0.234589	0.0442553	0.00831731
425	0.755079	0.866223	5.73356	9.08249	10.7916	11.3987	10.7332	8.98697	5.32192	2.80555	0.660846	0.139113	0.00523395	0.000159714	5.25988e-06	-1.2411e-07
426	0.477669	0.288433	9.7546	16.6727	21.4293	24.5462	27.3833	27.4259	23.8758	19.1154	11.2384	6.38017	2.01901	0.636904	0.200861	0.0633817
427	0.381433	0.345226	12.1268	20.5682	26.2228	29.7828	32.6281	32.0449	26.7209	20.403	10.8158	5.50182	1.38973	0.349478	0.0878467	0.0220898
428	0.0562235	0.764587	77.9936	125.165	150.695	161.316	156.111	134.443	84.4193	47.3316	12.7191	3.08906	0.161243	0.00863462	0.000962615	-1.85274e-05
429	0.203406	0.366758	22.6778	38.3511	48.7463	55.1876	60.0505	58.5471	48.0405	36.0386	18.3783	8.97112	2.08066	0.480245	0.11079	0.0255542
430	0.441897	0.382421	10.4177	17.5805	22.2956	25.1838	27.2688	26.4461	21.4504	15.8875	7.87879	3.73275	0.813687	0.17642	0.0381771	0.00825995
431	0.457924	0.363625	10.0774	17.0492	21.6791	24.5555	26.745	26.1033	21.4691	16.147	8.2808	4.06637	0.954908	0.223065	0.0519735	0.0121587
432	0.824204	0.299551	5.64522	9.63436	12.363	14.1374	15.7147	15.679	13.5339	10.7341	6.18364	3.43559	1.04012	0.313919	0.0947129	0.0285537
433	0.351363	0.78877	12.4421	19.9053	23.8895	25.491	24.5049	20.959	12.9742	7.16469	1.86294	0.436559	0.0209553	0.000912737	2.58214e-05	-8.76514e-06
434	0.636178	0.160509	7.44608	12.952	16.9588	19.8091	23.0459	24.1587	23.2573	20.7946	15.5268	11.323	5.96556	3.13921	1.652	0.86929
435	0.639457	0.371908	7.20887	12.1826	15.4731	17.5048	19.0164	18.5081	15.129	11.3016	5.7104	2.76018	0.62721	0.14173	0.0319616	0.00727234
436	0.436541	0.573169	10.2917	16.9328	20.9147	22.9841	23.4864	21.4125	15.1815	9.70261	3.4759	1.15768	0.12007	0.0122492	0.00119784	0.00012103
437	0.0578673	0.413903	79.2334	133.149	168.115	189.015	202.664	194.489	154.153	111.316	52.2097	23.3007	4.48648	0.856875	0.163413	0.031451
438	0.0773279	0.407952	59.3384	99.7955	126.108	141.908	152.433	146.572	116.68	84.6597	40.1236	18.1076	3.56926	0.697926	0.137235	0.0272421
439	0.374821	0.370333	12.3011	20.7926	26.4145	29.8897	32.4866	31.6351	25.8899	19.3654	9.81309	4.75738	1.08778	0.247367	0.0561945	0.0127669
440	0.171477	0.127484	27.7432	48.4791	63.7856	74.8904	88.1013	93.4776	92.4258	85.092	67.6525	52.6589	31.6525	19.0088	11.4158	6.85552
441	0.770333	0.782305	5.67972	9.09414	10.9236	11.6661	11.2352	9.62723	5.9818	3.31665	0.870135	0.205846	0.0101445	0.000461656	2.71431e-05	-1.5431e-06
442	0.502544	0.0951809	9.50621	16.6858	22.0589	26.0308	30.9595	33.2432	33.7482	31.9802	27.0458	22.4402	15.3461	10.4874	7.16675	4.89742
443	0.7074	0.622999	6.31097	10.3154	12.6553	13.8112	13.9097	12.4884	8.56759	5.28281	1.74846	0.533967	0.045842	0.00380019	0.000299711	2.4739e-05
444	0.143403	0.823997	30.3505	48.3374	57.7474	61.3333	58.4052	49.4685	30.0007	16.2137	4.02637	0.897025	0.0388495	0.00152251	2.50431e-05	-1.56324e-05
445	0.153451	0.654685	28.9764	47.1674	57.6209	62.6089	62.4836	55.5644	37.3468	22.5231	7.09915	2.05441	0.157139	0.0114746	0.000897751	9.70124e-05
446	0.211011	0.565903	21.3112	35.0968	43.3931	47.7353	48.883	44.6675	31.8252	20.4482	7.41151	2.50045	0.266914	0.0281279	0.00271108	0.000455139
447	0.742434	0.416151	6.17388	10.3719	13.0916	14.7144	15.7662	15.1187	11.9636	8.62362	4.02817	1.78983	0.341528	0.0645989	0.0121942	0.00229533
448	0.848906	0.349002	5.44622	9.23255	11.7642	13.3537	14.6123	14.3327	11.9175	9.07142	4.77636	2.4122	0.60014	0.148671	0.0368317	0.00910508
449	0.293237	0.834283	14.8232	23.577	28.1293	29.8358	28.3333	23.9306	14.4283	7.75003	1.89924	0.417236	0.0175056	0.000682696	5.91399e-06	3.9277e-07
450	0.143739	0.265207	32.5132	55.7484	71.8925	82.6387	92.8854	93.7896	83.1258	67.8754	41.6517	24.7385	8.58638	2.97344	1.02917	0.356127
451	0.356718	0.736664	12.3363	19.8688	24.0092	25.7981	25.1588	21.8406	13.9467	7.96095	2.22432	0.563772	0.0323153	0.00170885	0.000106727	1.28795e-05
452	0.580025	0.397523	7.92147	13.341	16.8829	19.0275	20.5058	19.7859	15.8712	11.6126	5.60672	2.58083	0.53018	0.108213	0.0219814	0.0044649
453	0.558219	0.583133	8.03816	13.2077	16.2914	17.8784	18.2164	16.5565	11.6604	7.3985	2.60801	0.853466	0.0853722	0.00825757	0.000814491	6.88839e-05
454	0.473009	0.297074	9.83976	16.7986	21.5642	24.6687	27.4437	27.404	23.6993	18.8359	10.8998	6.08505	1.86042	0.566982	0.172752	0.0526265
455	0.636136	0.0766337	7.52796	13.2476	17.5619	20.7847	24.877	26.8979	27.7268	26.7164	23.4127	20.1526	14.8415	10.9236	8.03989	5.91718
456	0.500215	0.732277	8.80222	14.1849	17.1508	18.4395	18.0046	15.6493	10.0205	5.73607	1.61289	0.411614	0.0238668	0.0012543	7.17303e-05	2.95066e-06
457	0.0781983	0.139013	60.746	105.98	139.203	163.141	191.171	201.985	197.851	180.296	140.236	106.699	61.2505	35.1265	20.1444	11.5518
458	0.596731	0.382331	7.71471	13.0192	16.5111	18.6503	20.1949	19.5863	15.8874	11.7682	5.83696	2.76576	0.603175	0.13086	0.0284058	0.006157
459	0.46248	0.387714	9.9473	16.7748	21.2584	23.9934	25.936	25.1087	20.2864	14.961	7.34978	3.4469	0.735718	0.156208	0.0332268	0.0071247
460	0.764718	0.324556	6.06482	10.3154	13.19	15.0267	16.5701	16.3898	13.881	10.7824	5.93442	3.14149	0.861177	0.235152	0.0641733	0.0175553
461	0.522512	0.416559	8.77196	14.7357	18.5988	20.9029	22.3943	21.4717	16.9855	12.2396	5.71369	2.53695	0.483493	0.0914555	0.0172666	0.00324017
462	0.291542	0.289956	15.9791	27.306	35.0885	40.183	44.8054	44.8514	39.0002	31.1843	18.2826	10.3483	3.25497	1.02059	0.319905	0.10023
463	0.293433	0.815811	14.8478	23.672	28.3103	30.1008	28.727	24.3869	14.8591	8.07009	2.02509	0.456603	0.0202296	0.000970069	7.03908e-05	-7.60414e-06
464	0.784839	0.651487	5.66775	9.22973	11.2801	12.2616	12.2483	10.9027	7.34295	4.43821	1.40574	0.408968	0.0317075	0.00242185	0.00013358	1.95844e-05
465	0.688064	0.266919	6.79065	11.6408	15.0081	17.247	19.3746	19.5514	17.3053	14.1099	8.63088	5.10929	1.76126	0.605741	0.208243	0.0715688
466	0.0600388	0.670139	73.9151	120.076	146.384	158.719	157.706	139.599	92.9065	55.4343	17.0676	4.81343	0.347807	0.0237622	0.00153866	7.91157e-05
467	0.321577	0.185646	14.6828	25.4518	33.2033	38.6332	44.5711	46.2992	43.683	38.2053	27.2045	18.8817	8.99875	4.28233	2.03778	0.969703
468	0.475244	0.217955	9.89386	17.0744	22.17	25.6678	29.2992	30.0839	27.6663	23.5259	15.7644	10.2687	4.30265	1.79935	0.752418	0.314725
469	0.0660717	0.732653	66.6367	107.381	129.826	139.575	136.267	118.43	75.8103	43.3888	12.1933	3.11011	0.181049	0.0105698	0.000544756	0.000146935
470	0.851581	0.371608	5.41339	9.14871	11.6202	13.1466	14.2832	13.9028	11.367	8.49359	4.29405	2.07664	0.472403	0.106939	0.0241508	0.0054495
471	0.762357	0.665236	5.82473	9.46842	11.5505	12.5322	12.4695	11.0539	7.37935	4.41818	1.37049	0.389627	0.0287237	0.00203919	0.0001218	1.34988e-05
472	0.456851	0.590324	9.81272	16.1085	19.8498	21.7615	22.1256	20.0647	14.0639	8.8771	3.09369	0.99968	0.0971923	0.00913086	0.000838346	7.7291e-05
473	0.0831904	0.383438	55.3303	93.3604	118.382	133.698	144.72	140.305	113.714	84.1564	41.6583	19.6973	4.27605	0.923514	0.199217	0.0429276
474	0.38687	0.396454	11.8781	20.0074	25.3234	28.5446	30.7726	29.7038	23.8444	17.4613	8.44592	3.89576	0.803551	0.164573	0.0336412	0.00686694
475	0.687524	0.736076	6.40108	10.3104	12.4599	13.3893	13.0594	11.3388	7.24326	4.13613	1.15677	0.293445	0.0168597	0.000949484	-3.62347e-07	2.70337e-05
476	0.370828	0.410808	12.3692	20.7946	26.2668	29.5456	31.7097	30.4619	24.1975	17.5169	8.26096	3.70811	0.722479	0.139893	0.0269507	0.00518841
477	0.176636	0.310771	26.3033	44.8221	57.4255	65.5574	72.6119	72.1635	61.7603	48.5265	27.387	14.8892	4.31165	1.2437	0.358719	0.103398
478	0.806873	0.228959	5.81916	10.0273	12.999	15.0246	17.0883	17.4772	15.9341	13.4213	8.81028	5.61675	2.25221	0.90135	0.360704	0.144323
479	0.822394	0.700536	5.37542	8.69823	10.5612	11.4036	11.2338	9.85478	6.43464	3.76147	1.10704	0.297091	0.0193138	0.00121471	6.65781e-05	1.2322e-06
480	0.329098	0.151354	14.4111	25.0991	32.908	38.4934	44.9216	47.2479	45.821	41.3025	31.3801	23.3006	12.7329	6.9505	3.79381	2.07069
481	0.272006	0.280824	17.1468	29.338	37.749	43.2893	48.4116	48.6157	42.5721	34.3039	20.4527	11.7843	3.84352	1.25008	0.406419	0.132095
482	0.133138	0.0891342	35.9103	63.0847	83.474	98.5979	117.508	126.463	129.024	122.931	105.176	88.3152	61.8725	43.3177	30.3265	21.2314
483	0.161084	0.908558	26.7335	42.1218	49.7779	52.2915	48.6964	40.3165	23.328	12.0071	2.68906	0.536865	0.0182966	0.000385314	-1.43162e-05	3.87891e-06
484	0.0945683	0.420096	48.4452	81.3429	102.616	115.27	123.357	118.137	93.2154	66.9792	31.0751	13.7075	2.5748	0.479813	0.0891539	0.0165113
485	0.834301	0.351857	5.53953	9.38706	11.9564	13.5662	14.8311	14.5331	12.0583	9.15702	4.79676	2.40929	0.592669	0.145089	0.0354915	0.00871178
